parent_page,child_page,grandchild_page,great_grandchild_page,content_file,page_path,content,is_link,link_type,link_title
community_resources,getting-your-record-expunged,do-i-qualify-for-an-expungement,file-request-expunge-criminal-record,page_content.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/community_resources/getting-your-record-expunged/do-i-qualify-for-an-expungement/file-request-expunge-criminal-record/page_content.txt,"Georgia.Gov Chatbot
I'm a virtual assistant and I can help answer your questions.
How can I help you?
An official website of the State of Georgia. How you know
English
Organizations
Search
Main navigation
Services A-Z
How-To Guides
Your Government
Contact Us
Search this site
CLOSE
2024 Absentee Ballot Request Window OPEN
Need a ballot by mail? You must send a request before 10/25.
Breadcrumb
Home
File Request to Expunge a Criminal Record
You can restrict public access to your criminal records.
Certain criminal history records can be hidden or sealed from the public. People with a records restriction are able to apply for jobs, housing, or licenses without their record appearing on a background check. Your criminal record will not be permanently deleted or destroyed and will still be available to judicial officials and criminal justice agencies.
Arrests that qualify for restriction include, but are not limited to, cases that are closed without conviction and certain misdemeanors.
The process to restrict your records depends on the date of your arrest and which agency or prosecuting attorney processed your case. If your arrest occurred before July 1, 2013, the arresting agency needs to process your request. If your arrest occurred on or after July 1, 2013, contact the prosecuting attorney’s office directly. The prosecuting attorney may be an Attorney General, a district attorney, or the solicitor-general.
Approved requests for records restrictions must be submitted to the Georgia Bureau of Investigation’s Georgia Crime Information Center (GCIC) in order for the arrest to be removed from your public record.
You may wish to consult a lawyer before submitting a records restriction request. You can find a lawyer through the State Bar of Georgia.
HOW DO I …
Expunge a Criminal Record?
Get Prepared
The process for how to apply for a records restriction may vary by county. Contact the arresting agency or the prosecuting attorney’s office for more information about how to submit a request, required fees, and additional paperwork.
You may want to request a copy of your criminal history order to gather important information about what is on your record, including the arresting agency and arrest date. You can request a copy from your local Sheriff’s office or police department.
Gather What You’ll Need
Request to Restrict Arrest Record form (if arrest is prior to July 1, 2013) or form provided by the prosecuting attorney's office (if arrest is on or after July 1, 2013)
Method of payment. The arresting agency or prosecuting attorney’s office may charge fees of up to $50 to process the request. The Georgia Bureau of Investigation’s Georgia Crime Information Center (GCIC) also requires a fee to process the records restriction in their state database.
Additional paperwork. The arresting agency or the prosecuting attorney’s office may want additional documentation, including a copy of your criminal history or a certified copy of the court’s final disposition of your case.
Apply to Restrict Your Criminal Record
The process to restrict your records depends on when your arrest took place and which agency or prosecuting attorney processed your case.
Arrests Before July 1, 2013
Arrests On or After July 1, 2013
Restrict Your Records
If your request is approved, the prosecuting attorney will submit the complete application to the Georgia Crime Information Center database.
If the prosecutor approves your request but doesn’t have access to the GCIC database, you will need to send the approved application and processing fee to the GCIC yourself. The processing fee can be paid by money order or certified check payable to “Georgia Bureau of Investigation.” See a list of GCIC fees.
Mail the completed application and payment to:
Georgia Crime Information Center Record Restrictions
P.O. Box 370808
Decatur, Georgia 30037-0808
If the prosecutor denies your request, you can appeal the decision to the Superior Court of that county within 30 days.
Next Steps
GCIC usually processes complete record restriction applications within 2-3 weeks. You will receive a letter of completion in the mail confirming that the arrest has been restricted in the law enforcement database. Please keep a copy of this letter for your records. If you don’t receive a notification, call GCIC for an update on your application’s status.
Georgia Bureau of Investigation
ABOUT
Primary
3121 Panthersville Road
Decatur, GA 30034
(404) 244-2600
More Resources
Related Links
Georgia Criminal History Record Restrictions
Disclaimer: General This information was prepared as a public service of the State of Georgia to provide general information, not to advise on any specific legal problem. It is not, and cannot be construed to be, legal advice. If you have questions regarding any matter contained on this page, please contact the related agency.
Did you find what you were looking for on this page?
GEORGIA.GOV
Facebook page for Georgia.gov
X (Twitter) page for Georgia.gov
How can we help?
We are here to connect you to information and answer questions about Georgia state government.
GEORGIA CALL CENTER
1-800-GEORGIA (1-800-436-7442)
CONTACT ONLINE
Send a Message
HOURS
Monday to Friday
08:00 a.m. - 05:00 p.m.
Eastern Time Zone
State of Georgia
State Organizations
Elected Officials
State Jobs
© Georgia.gov
Accessibility
Privacy/Security
Website powered by GovHub
Human Trafficking Notice
Georgia Web Analytics
The .gov means it’s official.
Local, state, and federal government websites often end in .gov. State of Georgia government websites and email systems use “georgia.gov” or “ga.gov” at the end of the address. Before sharing sensitive or personal information, make sure you’re on an official state website.
Still not sure?
Call 1-800-GEORGIA to verify that a website is an official website of the State of Georgia.
Menu
Header Utility Narrow
Popular searches
Mission Statement
Organization of the office
History
Meeting Requests
Key Staff
Duties of the Office
Event Requests
Contact
Restrict Criminal Record Accordion
Extra feedback
1-800-GEORGIA",False,,
community_resources,getting-your-record-expunged,do-i-qualify-for-an-expungement,louisiana-expungement,page_content.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/community_resources/getting-your-record-expunged/do-i-qualify-for-an-expungement/louisiana-expungement/page_content.txt,"Search:
Go
Search Filters:
Search
This Site
Cornell
Criminal Record Online Toolkit
A project of the Criminal Justice and Employment Initiative of ILR's Labor and Employment Law Program
Made possible by the Cornell Project for Records Assistance, part of the remedy in the Gonzalez v Pritzker class action case against the US Census Bureau.
About Your Record
Fix Your Record
Legal Rights
BREADCRUMB
HOME
FIX YOUR RECORD / SEALING AND EXPUNGEMENT / EXPUNGEMENT / LOUISIANA- EXPUNGEMENT
Louisiana- Expungement
What is Expungement?
Expungement deletes your criminal record and restores you to the status you had before the offense. The state removes the record from all official sources, but it does not destroy the record. Louisiana keeps a confidential file of expunged records that only judges, law enforcement, and some state licensing agencies may see. Employers, landlords, and banks will not see an expunged record.
Who is Eligible for Expungement?
In general, you are eligible to have a record expunged if the charges were dismissed, you were found not guilty, or you were convicted of a nonviolent misdemeanor or felony. If you are eligible for expungement under Louisiana law, it is mandatory that the court must grant it.
If you want to expunge a conviction, the offense that you were convicted of cannot be any of the following:
A violent crime;
A sex crime;
Distribution of controlled dangerous substances;
Misdemeanor domestic abuse battery;
Misdemeanor stalking; or
A crime against a minor.
And all of the following must be true:
You have no other convictions, other than traffic citations;
You do not have any charges pending against you;
You have paid all fines and restitution; and
You have waited the appropriate time period after you completed your sentence including any type of supervision to apply for expungement.
If you are uncertain whether you are eligible for expungement, it may be smart to consult an attorney.
What Effect Does Expungement Have?
Once a Louisiana court grants an expungement, the court orders all state agencies to remove (not destroy) their records. Your conviction, dismissal, or acquittal is erased. In most cases, you can legally deny being arrested or convicted.
State licensing boards for healthcare, financial positions, social work, childcare, law, and other jobs can still see expunged records. Louisiana law requires them to keep the records confidential. Law enforcement agencies must submit written requests to see expunged records. Other agencies or employers can see expunged records only by showing ""good cause"" and getting a court order.
If you apply for a state issued professional license, a law enforcement job, or some school jobs, or you apply for a firearm permit or a concealed-carry permit, you must disclose your record and the expungement.
When Can I Apply for Expungement?
You can apply for expungement of a conviction only after you have completed your sentence. You must wait several years from whatever date is the most recent such as the date of conviction, completion of sentence, or completion of probation or parole.
If your conviction is for a misdemeanor, you must wait five years. You may not have any felony convictions during those five years and no pending felony charges. You can expunge one misdemeanor conviction every 15 years and one DUI conviction every 10 years.
If your conviction is for a felony, you must wait 10 years. You may not have other convictions or pending charges. You can usually expunge one felony conviction every 15 years.
You may file for expungement immediately if you were arrested but not prosecuted such as the charges were formally dismissed, a motion to quash was granted, or you were acquitted.
If the prosecutor did not act, the time limit to bring prosecution must run out before you can file for expungement. For felonies punishable by imprisonment ""at hard labor,"" you must wait six years. For all other felonies, you must wait four years. For misdemeanors punishable by fine or imprisonment, you must wait two years. For misdemeanors punishable only by fines such as traffic infractions, you must wait six months to file for expungement.
How Do I Apply for Expungement?
Here are the six steps to apply for expungement:
Get the correct forms. To access the forms that all Louisiana courts use, visit the Louisiana Clerks of Court Association website here: Expungement Forms Index. You can also find forms on the Louisiana State Bar Association's Legal Education and Assistance Program (LEAP) website here: Law Library of Louisiana. The Justice and Accountability Center (JAC) also has forms that courts use in different regions of Louisiana. To access the forms, visit the Justice and Accountability Center for Louisiana's website here: Justice and Accountability Center of Louisiana. Click on ""How-to Guides and Forms"" for links.
Complete the required forms and collect the necessary documents. Some courts require additional forms and certified copies of records to complete the expungement applications. Check with your parish court clerk.
File your petition for expungement with the court clerk. Include all the required documents and forms including your criminal record. You must get a copy of your criminal record from the state of Louisiana within 30 days of filing your expungement petition.
Pay the $550 fee. The amount covers fees paid to the Louisiana State Police's (LSP) Bureau of Criminal Identification and Information, the court, the parish DA, and the parish sheriff. Certain situations may require additional fees, bringing the total cost to about $700. The fees are not refundable, even if you do not receive an expungement. The fees generally cannot be waived, except if all of the following are true:
You have no other felony convictions anywhere in the U.S.;
You have no pending felony charges;
Your offense ended in an acquittal, a successful motion to quash, a dismissal, or the prosecutor's refusal to pursue the case, and the time limit for prosecution has expired.
If you qualify for this fee waiver, you must submit the ""Certification for Fee Waiver"" form to the parish DA. The DA must consent to the waiver. Submit the form with the DA's signature when you file your petition for expungement. To access the Certification for Fee Waiver form, visit the Louisiana Clerks of Court Association website here: Expungement Forms Index. The form is number four.
Wait about 60 days after you file for any response. Since expungement is mandatory if you qualify, you may not get a hearing. In that case, you will wait 30 to 60 more days to receive your expungement ""Certificate of Compliance"" from the LSP. This means the LSP have complied with a court order and removed your record. If someone objects to your eligibility such as the DA or a victim, you will have a court hearing. It will take an additional 30 days to get the hearing.
Notify any private background check companies about your expungement. Louisiana law requires it. You must send each company a certified copy of the expungement order by certified mail. Once a background check company receives this notice of expungement, the law prohibits it from giving out the expunged record.
More Information About Expungement
To access the ""How to Handle Your Expungement"" guide, visit the Justice and Accountability Center (JAC) for Louisiana's website here: How to Handle Your Expungement. The JAC also offers an expungement app called ""Clean Jacket."" The app is helpful in determining your eligibility for expungement. To download the app for free, visit Google Play, iTunes, or the JAC website here: JAC Newsletter.
Related Links
Justice and Accountability Center of Louisiana
The Papillon Foundation - Louisiana Criminal Record Resources
Collateral Consequences Resource Center
Law Library of Louisiana
More Information
National Employment Law Project (NELP)
Clean Slate Clearing House
Glossary of Terms
More Resources
Copyright © 2017 Cornell University
Privacy Policy / Legal DisclaimerWeb Accessibility Assistance",False,,
community_resources,getting-your-record-expunged,do-i-qualify-for-an-expungement,apply-for-criminal-record-expungement.html,page_content.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/community_resources/getting-your-record-expunged/do-i-qualify-for-an-expungement/apply-for-criminal-record-expungement.html/page_content.txt,"Official Website
of the Commonwealth of Pennsylvania
Translate
Services
Agency Directory
Your Government
Visit PA
(opens in a new tab)
News
Apply for Criminal Record Expungement
Expungement removes arrest or criminal conviction data from your criminal record. You can start the process by filling out Form SP 4-170 Request for Access and Review.
Download the form
On this page
Criminal record expungement process
Where to mail your form
You or your legal representative should follow these steps for criminal record expungement:
Download, print, and fill out Form SP 4-170.
Then, mail the form to Pennsylvania State Police Central Repository – RCPU. Also include:
a certified check or money order for $20 payable to Commonwealth of Pennsylvania
a copy of your government-issued photo ID
If applicable, include a legal affidavit or letter of representation
The full arrest record will arrive by mail from the Central Repository.
Follow up with the Clerk of Courts in the county where your arrest took place, they will instruct you on how to petition the court for expungement.
After the Pennsylvania State Police receives the court order for expungement from the Clerk of Courts signed by a Commonwealth Court judge, the record will be expunged.
The steps outlined here will only affect your criminal record for arrests and convictions in Pennsylvania, not out-of-state or federal records.
Expungement will remove criminal records from a criminal history, except for law enforcement and court system officials.
Once you’ve completed form SP 4-170, you can mail it to:
Pennsylvania State Police
Central Repository – RCPU
1800 Elmerton Avenue
Harrisburg, PA 17110-9758
Related Services
The State Police stand ready to assist residents and our partner law enforcement agencies. Check out our related services to find the best fit for your needs.
Apply to have a DNA Sample Destroyed (DNA Expungement)
Return to Top
Proudly founded in 1681 as a place of tolerance and freedom.
Commonwealth of Pennsylvania Follow on Facebook
Commonwealth of Pennsylvania Follow on X
Commonwealth of Pennsylvania Follow on Instagram
Commonwealth of Pennsylvania Follow on Flickr
Commonwealth of Pennsylvania Follow on LinkedIn
TO VOTE IN THE NOV. 5 ELECTION, REGISTER BY OCT. 21, 2024!
Visit vote.pa.gov for trusted election information.
TOP SERVICES
Register to Vote
Find a DMV
Get a Birth Certificate
Join the Veterans Registry
PA.GOV
Careers & Internships
PennWatch
Right-to-Know Law
Copyright © 2024 Commonwealth of Pennsylvania. All rights reserved.
Accessibility
Privacy & Disclaimers
Translation Disclaimer
Security
Social Media Policy & Disclaimer
The .gov means its official.
Local, state, and federal government websites often end in .gov. Commonwealth of Pennsylvania government websites and email systems use ""pennsylvania.gov"" or ""pa.gov"" at the end of the address. Before sharing sensitive or personal information, make sure you're on an official state website.
Original textRate this translationYour feedback will be used to help improve Google Translate
Original text
Rate this translationYour feedback will be used to help improve Google Translate
Rate this translation
Your feedback will be used to help improve Google Translate
Loading ...",False,,
community_resources,finding-resources-in-your-community,,,iframe_link_0.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/community_resources/finding-resources-in-your-community/iframe_link_0.txt,https://www.youtube.com/embed/PDzC7AciAP8?embed_config=%7B%22enc%22:%22AQ2SFqD8M9XUljz9ZfBOFpoqJByaVuJKAV2TlhD6PRukAg2_Q9Pxvr1TMKCpeN6YKcuNHsB-mC5qs8ac2SGW25Pc7HBFhQ8St5MObA8mBhCImlLpH16jVKBwG49VC9aWUwo45RWfUJsKJnHXjbRdzWB_y3ufTblxDZAKyMUvm6cgT5FS%22%7D&errorlinks=1,True,Other Link,YouTube
community_resources,finding-resources-in-your-community,,,iframe_link_1.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/community_resources/finding-resources-in-your-community/iframe_link_1.txt,https://drive.google.com/auth_warmup,True,Other Link,
community_resources,finding-resources-in-your-community,,,page_content.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/community_resources/finding-resources-in-your-community/page_content.txt,"FINDING RESOURCES IN YOUR COMMUNITY
CALL 2-1-1 OR GO TO FINDHELP.ORG
Are you looking for community resources to support your reentry journey? Call 2-1-1 or go to FindHelp.org to find organizations that provide free or low-cost food, housing, health care, child care, legal aid… and more!
FINDHELP.ORG
Findhelp.org can help you locate lots of important resources in your community. For example, it can help you find food, housing, transit, health, money, education, work, or legal resources.
Findhelp.org
HOW TO USE FINDHELP.ORG
Click this link: findhelp.org or click the green button above to go to the website. Then, type your zip code and click ""search"".
Click one of the categories, such as food, housing, transit, health, education, or legal. You can also type what you're looking for in the search box, such as ""food stamps"" or ""bus pass"".
If you click one of the categories, you can pick something more specific from the list that appears. For example, if you click ""food"" you can pick ""food pantry"" or ""food delivery"".
Scroll down the page to view a list of organizations that match what you picked. If you want to narrow down the list, you can sort by personal filters, program filters, and income eligibility.
Each organization describes its services and lists its phone number, address and hours. You can reach out to organizations directly from this website by clicking ""next steps"".
You can look at the map on the left side of the website to see which organizations are close to you and learn more about them.
Homepage
211
Call 2-1-1 from any phone and receive a list of local nonprofits and charities that provide several resources -- from food, to clothing, to housing and seasonal resources, such as Christmas assistance.
Click the button below for more info on 211:
Home
Virtual Training Calendar
Digital Skills
TJ Work Crews
Advanced Training & Education
Job Readiness
Money Management
Community Resources
Workplace Rights & Benefits
Entrepreneurship
More
HomeVirtual Training CalendarDigital SkillsTJ Work CrewsAdvanced Training & EducationJob ReadinessMoney ManagementCommunity ResourcesWorkplace Rights & BenefitsEntrepreneurship",False,,
virtual_training_calendar,,,,iframe_0.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/virtual_training_calendar/iframe_0.txt,https://calendar.google.com/calendar/embed?src=xyz,True,Google Calendar,xyz
virtual_training_calendar,,,,iframe_link_0.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/virtual_training_calendar/iframe_link_0.txt,https://www.google.com/calendar/embed?color=%23ac725e&deb=-&embed_style=WyJhdDplbWI6c3QiLCIjZTBlMGUwIiwiI2VkZWRlZCIsIiM0MTg0ZjMiLCJyb2JvdG8iLCIjNjM2MzYzIiw1MDAsIiNmZmYiXQo&eopt=2&mode=agenda&showCalendars=1&showPrint=0&showTz=1&src=nestcalendar@ceoworks.org,True,Google Calendar,nestcalendar@ceoworks.org
virtual_training_calendar,,,,iframe_link_1.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/virtual_training_calendar/iframe_link_1.txt,https://docs.google.com/forms/d/e/1FAIpQLSde95GZXJIvLF5diaNqT6GhFPfjngGWlCq-WOMNbAWj24B3Dg/viewform?embedded=true,True,Google Form,
virtual_training_calendar,,,,iframe_1.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/virtual_training_calendar/iframe_1.txt,https://docs.google.com/forms/d/e/1FAIpQLSde95GZXJIvLF5diaNqT6GhFPfjngGWlCq-WOMNbAWj24B3Dg/viewform,True,Google Form,Short-term & Advanced Training Self-Referral Form
virtual_training_calendar,,,,iframe_link_3.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/virtual_training_calendar/iframe_link_3.txt,https://drive.google.com/auth_warmup,True,Other Link,
virtual_training_calendar,,,,iframe_link_2.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/virtual_training_calendar/iframe_link_2.txt,https://docs.google.com/forms/d/e/1FAIpQLSdOPJ0jTFASzsjYiWZV_1nFKFCpwyA7_lm5SQ2guN4zVXpyuA/viewform?embedded=true,True,Google Form,Google Forms: Sign-in
virtual_training_calendar,,,,iframe_2.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/virtual_training_calendar/iframe_2.txt,https://docs.google.com/forms/d/e/1FAIpQLSdOPJ0jTFASzsjYiWZV_1nFKFCpwyA7_lm5SQ2guN4zVXpyuA/viewform,True,Google Form,Google Forms: Sign-in
virtual_training_calendar,,,,page_content.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/virtual_training_calendar/page_content.txt,"VIRTUAL TRAINING CALENDAR
HOW TO SIGN UP FOR A NEST TRAINING
Speak to a staff member at your site
Complete the self-referral form
OR
LIVE WORKSHOPS & TRAINING COURSES ON NEST
OSHA 10-Hour General Industry: This course covers the OSHA standards for general industry found in the Code of Federal Regulations (CFR) 1910 along with other relevant policies, procedures, and safety and health principles for general industry. Special emphasis is placed on areas that are the most hazardous and most frequently cited by OSHA.
OSHA 10-Hour Construction: This course covers the OSHA standards for the construction industry found in the Code of Federal Regulations (CFR) 1926 along with other relevant policies, procedures, and safety and health principles for the construction industry. Special emphasis is placed on areas that are the most hazardous and most frequently cited by OSHA.
4-hour Flagger Qualification Course: The safety of the public and your work zone crews is the top priority. Learn how to set up and operate flagging stations that are both safe and effective. This training combines lectures, demonstrations, video presentations, and hands-on skill practice.
Shape Your Furture Workshop: In this workshop, you will be an advocate for policy change and receive $25! This training will walk through public policy and give you a chance to take action as we fight to protect benefits for people returning from incarceration across the country. At the end of the training, you will have an opportunity to take action on an issue in real time.
DEI:101Building an Inclusive Community Workshop: Discover a powerful way to build community and enhance your advocacy skills with our exclusive one-hour training program, DEI 101: Building an Inclusive Community! Designed specifically for driven individuals like you, this unique experience provides expert guidance on the fundamentals of diversity and inclusion and gives you tools to recognize and address bias in the workplace. At the end of this session, you will leave with the power to build bridges of understanding, fostering a workplace culture where every voice is heard, respected, and celebrated.
CDL Information Session: Are you interested in receiving your Class A or Class B commercial driver's license? Do you have a valid driver's license, less than 3 points on your driver's license, and no DUI? Then sign up for this information session to see what it take to become a commercial driver.
Advanced Training Launch Party: Ready to level up your skills but unsure where to begin? This event is for participants who want to advance their careers through specialized training. Join us and get the inside scoop on CEO's cutting-edge pathways to professional growth!
For CEO Staff: How to Sign Participants up for Training
Click here for a 2 minute video or here for written directions on how to refer participants to training. Please provide participants with the date/time and meeting link to join the training.
Please click here to see our FAQs for answers to the most common questions.
LOST YOUR WALLET CARD?
Complete this form to request a replacement card for OSHA and Flagger Training
Home
Virtual Training Calendar
Digital Skills
TJ Work Crews
Advanced Training & Education
Job Readiness
Money Management
Community Resources
Workplace Rights & Benefits
Entrepreneurship
More
HomeVirtual Training CalendarDigital SkillsTJ Work CrewsAdvanced Training & EducationJob ReadinessMoney ManagementCommunity ResourcesWorkplace Rights & BenefitsEntrepreneurship",False,,
entrepreneurship,,,,iframe_link_0.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/entrepreneurship/iframe_link_0.txt,https://www.gstatic.com/atari/embeds/83a60601c213b72fb19c1855fb0c5f26/intermediate-frame-minified.html?jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.lb.en._ShUtMH1OvQ.O%2Fam%3DAABA%2Fd%3D1%2Frs%3DAHpOoo9sEd_Wjj_xEtgO8qX69P7hAZI9cg%2Fm%3D__features__&r=171848685,True,Other Link,
entrepreneurship,,,,iframe_link_1.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/entrepreneurship/iframe_link_1.txt,https://www.gstatic.com/atari/embeds/83a60601c213b72fb19c1855fb0c5f26/intermediate-frame-minified.html?jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.lb.en._ShUtMH1OvQ.O%2Fam%3DAABA%2Fd%3D1%2Frs%3DAHpOoo9sEd_Wjj_xEtgO8qX69P7hAZI9cg%2Fm%3D__features__&r=834342651,True,Other Link,
entrepreneurship,,,,iframe_link_2.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/entrepreneurship/iframe_link_2.txt,https://drive.google.com/auth_warmup,True,Other Link,
entrepreneurship,,,,page_content.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/entrepreneurship/page_content.txt,"ENTREPRENEURSHIP
LOOKING TO START OR GROW YOUR OWN BUSINESS?
If you're considering starting your own business, there are great organizations out there to help you find your way. Continue reading below to learn about them!
ENTREPRENEURSHIP PROGRAMS FOR PEOPLE WITH CONVICTIONS
inmatestoentrepreneurs.org
Inmates to Entrepreneurs runs STARTER U, an online, self-paced course that you can complete whenever you have time. In around 12 hours, the course covers everything from starting a business with less than $1k to running and growing a business.
Interested? Register by creating an account here
Questions? Check out the FAQs or email [email protected]
defyventures.org
If you are formerly incarcerated and interested in Defy Venture's Entrepreneurship Bootcamp, send them a note and let them know where you're located:
[email protected]
(800) 680-0563
GENERAL ENTREPRENEURSHIP PROGRAMS & RESOURCES
Small Business Services
Most cities and states have programs to support small business owners. If you search on Google for small business services, you can learn about what's available in your community.
Minority and Women Owned Business Programs (MWBE)
If you are part of a minority group or if you're a woman, there may be special opportunities or programs designed to help you open or grow a business. If you search on Google for ""MWBE"" in your city or state, you can find resources.
Home
Virtual Training Calendar
Digital Skills
TJ Work Crews
Advanced Training & Education
Job Readiness
Money Management
Community Resources
Workplace Rights & Benefits
Entrepreneurship
More
HomeVirtual Training CalendarDigital SkillsTJ Work CrewsAdvanced Training & EducationJob ReadinessMoney ManagementCommunity ResourcesWorkplace Rights & BenefitsEntrepreneurship",False,,
home_page,,,,page_content.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/home_page/page_content.txt,"WELCOME TO THE NEST!
NETWORK FOR EMPLOYMENT SERVICES & TRAINING
The Network for Employment Services and Training (NEST) serves as a platform offering training, and resources tailored to assist the justice-impacted community. On this platform, you can find our virtual training, job readiness tools, money management resources, and much more.
Scroll down to check out the menu of services!
NOW AVAILABLE
FREE LinkedIn Premium Access
With LinkedIn Premium, participants can access employer profiles, new job opportunities, and LinkedIn online courses. To get started with LinkedIn Premium, speak with your local staff members.
EMPLOYMENT SERVICES & TRAINING
Virtual Training
Digital Skills
TJ Work Crews
Job Readiness
Money Management
Advanced Training & Education
Community Resources
Workplace Rights & Benefits
Check out CEO's Participant Handbook. This comprehensive resource provides you with all the necessary information, including policies, and support services; ensuring you have everything you need to succeed. By utilizing this handbook, you'll gain a clear understanding of expectations and available resources.
WHAT'S NEW ON NEST
Check out CEO's social media by clicking on the icons below!
Home
Virtual Training Calendar
Entrepreneurship
More
HomeVirtual Training CalendarDigital SkillsTJ Work CrewsAdvanced Training & EducationJob ReadinessMoney ManagementCommunity ResourcesWorkplace Rights & BenefitsEntrepreneurship",False,,
money_management,,,,.DS_Store,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/money_management/.DS_Store,nan,False,,
money_management,,,,page_content.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/money_management/page_content.txt,"FINANCIAL WELLBEING
Please explore this page by clicking the buttons in each section
NEW TO BANKING
Basics of Banking
Credit Unions vs. Banks
MANAGING YOUR FINANCES
Paycheck & W-4
Basics of Budgeting
Healthy Savings Habits
TAXES AND CREDIT REPAIR
Filing Taxes
Building and Repairing Credit
Additional Financial Resources
Scams & Identity Theft
Child Support
External Resources
Saving on Holiday Shopping
Home
Virtual Training Calendar
Digital Skills
TJ Work Crews
Advanced Training & Education
Job Readiness
Money Management
Community Resources
Workplace Rights & Benefits
Entrepreneurship
More
HomeVirtual Training CalendarDigital SkillsTJ Work CrewsAdvanced Training & EducationJob ReadinessMoney ManagementCommunity ResourcesWorkplace Rights & BenefitsEntrepreneurship",False,,
money_management,healthy-savings-habits,,,iframe_link_0.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/money_management/healthy-savings-habits/iframe_link_0.txt,https://www.gstatic.com/atari/embeds/83a60601c213b72fb19c1855fb0c5f26/intermediate-frame-minified.html?jsh=m%3B%2F_%2Fscs%2Fabc-static%2F_%2Fjs%2Fk%3Dgapi.lb.en._ShUtMH1OvQ.O%2Fam%3DAABA%2Fd%3D1%2Frs%3DAHpOoo9sEd_Wjj_xEtgO8qX69P7hAZI9cg%2Fm%3D__features__&r=872003335,True,Other Link,
money_management,healthy-savings-habits,,,iframe_link_1.txt,/Users/ligealocal/Desktop/J-Notebooks/PathwayPal ChatBot/scraped_data/money_management/healthy-savings-habits/iframe_link_1.txt,https://drive.google.com/auth_warmup,True,Other Link,
